Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Unit_Price,Quantity,Revenue,Profit,Channel,Year,Month_Name,Quarter
West Gear,1185732,2021-02-13,Midwest,Missouri,St. Louis,Men's Street Footwear,25.00,725,18125,7250.00,In-store,2021,February,1
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Athletic Footwear,40.00,450,18000,7200.00,Outlet,2021,February,1
Kohl's,1189833,2021-02-19,Midwest,Montana,Billings,Women's Athletic Footwear,45.00,400,18000,7200.00,Outlet,2021,February,1
Kohl's,1189833,2021-02-24,Midwest,Montana,Billings,Women's Street Footwear,45.00,400,18000,8100.00,Outlet,2021,February,1
West Gear,1128299,2021-02-19,West,Oregon,Portland,Men's Athletic Footwear,45.00,400,18000,7200.00,In-store,2021,February,1
West Gear,1128299,2021-02-19,West,Oregon,Portland,Women's Street Footwear,45.00,400,18000,7200.00,In-store,2021,February,1
Kohl's,1128299,2021-02-28,West,New Mexico,Albuquerque,Women's Apparel,45.00,400,18000,4500.00,Online,2021,February,1
Sports Direct,1197831,2021-02-23,South,Mississippi,Jackson,Men's Street Footwear,25.00,700,17500,7000.00,Online,2021,February,1
West Gear,1128299,2021-02-19,West,Oregon,Portland,Men's Street Footwear,35.00,500,17500,7000.00,In-store,2021,February,1
Kohl's,1189833,2021-02-01,Midwest,Montana,Billings,Women's Athletic Footwear,40.00,425,17000,6800.00,Outlet,2021,February,1
Sports Direct,1185732,2021-02-06,Southeast,South Carolina,Charleston,Women's Street Footwear,25.00,675,16875,6750.00,Online,2021,February,1
Kohl's,1189833,2021-02-25,Midwest,Montana,Billings,Women's Athletic Footwear,45.00,375,16875,6750.00,Outlet,2021,February,1
Foot Locker,1128299,2021-02-12,West,Alaska,Anchorage,Men's Athletic Footwear,45.00,375,16875,3375.00,Outlet,2021,February,1
Foot Locker,1128299,2021-02-12,West,Alaska,Anchorage,Women's Street Footwear,45.00,375,16875,4218.75,Outlet,2021,February,1
West Gear,1128299,2021-02-19,South,Louisiana,New Orleans,Women's Apparel,45.00,375,16875,5906.25,In-store,2021,February,1
Foot Locker,1128299,2021-02-12,West,Alaska,Anchorage,Men's Street Footwear,35.00,475,16625,4156.25,Outlet,2021,February,1
Amazon,1185732,2021-02-13,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.00,475,16625,5818.75,Online,2021,February,1
Foot Locker,1185732,2021-02-24,Northeast,West Virginia,Charleston,Men's Street Footwear,35.00,475,16625,6650.00,In-store,2021,February,1
Foot Locker,1185732,2021-02-10,Northeast,Connecticut,Hartford,Men's Street Footwear,35.00,475,16625,5818.75,In-store,2021,February,1
Kohl's,1185732,2021-02-14,Northeast,New York,Albany,Women's Street Footwear,30.00,550,16500,5775.00,In-store,2021,February,1
Amazon,1185732,2021-02-13,Midwest,Ohio,Columbus,Women's Apparel,30.00,550,16500,8250.00,Online,2021,February,1
Amazon,1185732,2021-02-21,Northeast,New Hampshire,Manchester,Men's Apparel,60.00,275,16500,4950.00,In-store,2021,February,1
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Apparel,63.00,163,1026.9,585.33,Online,2021,February,1
West Gear,1128299,2021-02-07,West,California,San Francisco,Men's Street Footwear,39.00,263,1025.7,359.00,Outlet,2021,February,1
Amazon,1185732,2021-02-24,West,Alaska,Anchorage,Men's Apparel,65.00,250,16250,4062.50,Outlet,2021,February,1
Sports Direct,1128299,2021-02-15,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.00,400,16000,6400.00,Online,2021,February,1
Sports Direct,1128299,2021-02-15,West,New Mexico,Albuquerque,Women's Street Footwear,40.00,400,16000,5600.00,Online,2021,February,1
Foot Locker,1185732,2021-02-20,South,Mississippi,Jackson,Men's Apparel,40.00,400,16000,5600.00,Online,2021,February,1
Foot Locker,1128299,2021-02-12,West,Hawaii,Honolulu,Women's Apparel,45.00,350,15750,6300.00,Outlet,2021,February,1
Sports Direct,1185732,2021-02-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.00,450,15750,6300.00,In-store,2021,February,1
Foot Locker,1197831,2021-02-06,West,Idaho,Boise,Women's Apparel,35.00,450,15750,7087.50,Online,2021,February,1
Sports Direct,1185732,2021-02-06,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.00,525,15750,6300.00,Online,2021,February,1
West Gear,1197831,2021-02-23,South,Arkansas,Little Rock,Men's Street Footwear,25.00,625,15625,6250.00,Online,2021,February,1
Foot Locker,1197831,2021-02-06,South,Louisiana,New Orleans,Men's Street Footwear,25.00,625,15625,4687.50,Online,2021,February,1
Foot Locker,1128299,2021-02-25,West,Idaho,Boise,Men's Athletic Footwear,40.00,375,15000,6000.00,Online,2021,February,1
Foot Locker,1128299,2021-02-25,West,Idaho,Boise,Women's Street Footwear,40.00,375,15000,5250.00,Online,2021,February,1
Sports Direct,1128299,2021-02-15,West,New Mexico,Albuquerque,Men's Street Footwear,30.00,500,15000,6000.00,Online,2021,February,1
Sports Direct,1128299,2021-02-15,Southeast,Georgia,Atlanta,Women's Apparel,40.00,375,15000,3750.00,Online,2021,February,1
Kohl's,1197831,2021-02-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,600,15000,5250.00,Online,2021,February,1
Foot Locker,1185732,2021-02-08,Midwest,North Dakota,Fargo,Men's Street Footwear,30.00,500,15000,4500.00,In-store,2021,February,1
West Gear,1185732,2021-02-05,Midwest,Iowa,Des Moines,Men's Street Footwear,30.00,500,15000,4500.00,In-store,2021,February,1
Kohl's,1185732,2021-02-14,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.00,425,14875,5206.25,In-store,2021,February,1
Foot Locker,1197831,2021-02-06,South,Louisiana,New Orleans,Women's Street Footwear,35.00,425,14875,4462.50,Online,2021,February,1
Amazon,1185732,2021-02-14,Northeast,Vermont,Burlington,Women's Apparel,45.00,325,14625,5850.00,In-store,2021,February,1
Foot Locker,1128299,2021-02-25,West,Idaho,Boise,Men's Street Footwear,30.00,475,14250,4987.50,Online,2021,February,1
Foot Locker,1128299,2021-02-26,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.00,350,14000,4900.00,In-store,2021,February,1
Foot Locker,1128299,2021-02-26,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,350,14000,4900.00,In-store,2021,February,1
West Gear,1128299,2021-02-26,West,Utah,Salt Lake City,Men's Athletic Footwear,40.00,350,14000,4900.00,In-store,2021,February,1
West Gear,1128299,2021-02-26,West,Utah,Salt Lake City,Women's Street Footwear,40.00,350,14000,4900.00,In-store,2021,February,1
Foot Locker,1128299,2021-02-25,West,Arizona,Phoenix,Women's Apparel,40.00,350,14000,3500.00,Online,2021,February,1
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Athletic Footwear,51.00,194,989.4,395.76,Online,2021,February,1
Sports Direct,1128299,2021-02-19,Southeast,Florida,Orlando,Women's Athletic Footwear,50.00,275,13750,4125.00,Outlet,2021,February,1
Kohl's,1189833,2021-02-02,Midwest,Montana,Billings,Men's Apparel,45.00,300,13500,8100.00,Outlet,2021,February,1
Foot Locker,1128299,2021-02-26,West,Wyoming,Cheyenne,Men's Street Footwear,30.00,450,13500,4725.00,In-store,2021,February,1
West Gear,1128299,2021-02-26,West,Utah,Salt Lake City,Men's Street Footwear,30.00,450,13500,4725.00,In-store,2021,February,1
West Gear,1185732,2021-02-13,West,Utah,Salt Lake City,Men's Apparel,35.00,375,13125,4593.75,In-store,2021,February,1
Foot Locker,1197831,2021-02-06,West,Idaho,Boise,Women's Athletic Footwear,35.00,375,13125,5250.00,Online,2021,February,1
Amazon,1185732,2021-02-13,Southeast,North Carolina,Charlotte,Women's Street Footwear,25.00,525,13125,5250.00,Online,2021,February,1
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Apparel,65.00,200,13000,7800.00,Outlet,2020,February,1
Foot Locker,1128299,2021-02-26,Southeast,Virginia,Richmond,Women's Apparel,40.00,325,13000,3900.00,In-store,2021,February,1
Foot Locker,1185732,2021-02-20,Midwest,Missouri,St. Louis,Men's Apparel,40.00,325,13000,4550.00,In-store,2021,February,1
West Gear,1128299,2021-02-26,West,Oregon,Portland,Women's Apparel,40.00,325,13000,3900.00,In-store,2021,February,1
Foot Locker,1185732,2021-02-17,Northeast,Delaware,Wilmington,Women's Apparel,40.00,325,13000,5200.00,In-store,2021,February,1
Foot Locker,1185732,2021-02-20,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.00,425,12750,4462.50,Online,2021,February,1
West Gear,1128299,2021-02-09,West,California,San Francisco,Women's Street Footwear,40.00,247,988,335.92,Outlet,2021,February,1
Sports Direct,1185732,2021-02-19,Southeast,Virginia,Richmond,Women's Street Footwear,25.00,500,12500,3750.00,In-store,2021,February,1
Foot Locker,1185732,2021-02-20,South,Mississippi,Jackson,Women's Apparel,25.00,500,12500,6250.00,Online,2021,February,1
West Gear,1185732,2021-02-19,Northeast,West Virginia,Charleston,Men's Apparel,50.00,250,12500,5000.00,In-store,2021,February,1
Amazon,1185732,2021-02-21,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.00,250,12500,5000.00,In-store,2021,February,1
Amazon,1185732,2021-02-24,West,Alaska,Anchorage,Men's Athletic Footwear,55.00,225,12375,4331.25,Outlet,2021,February,1
Amazon,1185732,2021-02-24,West,Alaska,Anchorage,Women's Street Footwear,45.00,275,12375,3093.75,Outlet,2021,February,1
Kohl's,1128299,2021-02-28,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.00,275,12375,4331.25,Online,2021,February,1
Amazon,1185732,2021-02-14,Northeast,Vermont,Burlington,Men's Apparel,55.00,225,12375,4331.25,In-store,2021,February,1
Foot Locker,1185732,2021-02-24,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.00,225,12375,4331.25,Outlet,2021,February,1
Foot Locker,1185732,2021-02-24,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.00,275,12375,3093.75,Outlet,2021,February,1
Foot Locker,1185732,2021-02-20,Midwest,Missouri,St. Louis,Women's Apparel,30.00,400,12000,6000.00,In-store,2021,February,1
Amazon,1185732,2021-02-24,Southeast,Kentucky,Louisville,Women's Apparel,40.00,300,12000,4800.00,Online,2021,February,1
Sports Direct,1185732,2021-02-07,Northeast,Connecticut,Hartford,Women's Apparel,40.00,300,12000,4200.00,In-store,2021,February,1
Amazon,1185732,2021-02-21,Northeast,Vermont,Burlington,Women's Street Footwear,40.00,300,12000,3600.00,In-store,2021,February,1
Walmart,1197831,2021-02-23,South,Arkansas,Little Rock,Men's Apparel,35.00,325,11375,3981.25,Online,2021,February,1
Sports Direct,1185732,2021-02-19,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.00,375,11250,3937.50,In-store,2021,February,1
West Gear,1185732,2021-02-13,West,Utah,Salt Lake City,Women's Apparel,25.00,450,11250,5625.00,In-store,2021,February,1
West Gear,1128299,2021-02-19,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250,11250,4500.00,In-store,2021,February,1
Amazon,1185732,2021-02-13,Midwest,Ohio,Columbus,Women's Athletic Footwear,30.00,375,11250,4500.00,Online,2021,February,1
Foot Locker,1185732,2021-02-17,Northeast,Delaware,Wilmington,Men's Apparel,50.00,225,11250,3375.00,In-store,2021,February,1
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Athletic Footwear,42.00,223,936.6,290.35,Outlet,2021,February,1
Sports Direct,1128299,2021-02-19,Southeast,Florida,Orlando,Men's Apparel,55.00,200,11000,2200.00,Outlet,2021,February,1
Foot Locker,1128299,2021-02-12,West,Hawaii,Honolulu,Women's Athletic Footwear,45.00,225,10125,2531.25,Outlet,2021,February,1
Amazon,1185732,2021-02-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45.00,225,10125,4556.25,In-store,2021,February,1
West Gear,1128299,2021-02-03,West,California,San Francisco,Women's Street Footwear,50.00,182,910,382.20,Online,2021,February,1
Foot Locker,1197831,2021-02-06,West,Idaho,Boise,Men's Apparel,40.00,250,10000,2500.00,Online,2021,February,1
Kohl's,1128299,2021-02-28,West,New Mexico,Albuquerque,Men's Apparel,50.00,200,10000,3000.00,Online,2021,February,1
Sports Direct,1128299,2021-02-15,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.00,250,10000,4000.00,Online,2021,February,1
Sports Direct,1185732,2021-02-07,Northeast,Connecticut,Hartford,Men's Apparel,50.00,200,10000,3000.00,In-store,2021,February,1
Sports Direct,1185732,2021-02-17,Northeast,Massachusetts,Boston,Women's Apparel,40.00,250,10000,3000.00,In-store,2021,February,1
Amazon,1185732,2021-02-24,Southeast,Kentucky,Louisville,Men's Apparel,50.00,200,10000,3500.00,Online,2021,February,1
Foot Locker,1185732,2021-02-20,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.00,325,9750,3412.50,In-store,2021,February,1
Foot Locker,1185732,2021-02-14,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.00,275,9625,3850.00,Online,2021,February,1
Kohl's,1185732,2021-02-10,Northeast,New Jersey,Newark,Women's Apparel,35.00,275,9625,3850.00,In-store,2021,February,1
Amazon,1185732,2021-02-14,Northeast,Massachusetts,Boston,Women's Street Footwear,35.00,275,9625,3368.75,In-store,2021,February,1
Foot Locker,1185732,2021-02-20,Southeast,Kentucky,Louisville,Women's Street Footwear,20.00,475,9500,3800.00,Online,2021,February,1
West Gear,1185732,2021-02-13,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.00,375,9375,3281.25,In-store,2021,February,1
West Gear,1185732,2021-02-19,Midwest,Indiana,Indianapolis,Women's Street Footwear,30.00,300,9000,3600.00,In-store,2021,February,1
West Gear,1128299,2021-02-03,West,California,San Francisco,Women's Street Footwear,42.00,210,882,291.06,Outlet,2021,February,1
Foot Locker,1128299,2021-02-25,West,Arizona,Phoenix,Women's Athletic Footwear,40.00,225,9000,3150.00,Online,2021,February,1
Foot Locker,1185732,2021-02-17,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40.00,225,9000,3150.00,In-store,2021,February,1
West Gear,1185732,2021-02-12,Midwest,Indiana,Indianapolis,Men's Apparel,45.00,200,9000,2700.00,In-store,2021,February,1
Amazon,1185732,2021-02-21,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.00,200,9000,2700.00,In-store,2021,February,1
West Gear,1128299,2021-02-19,South,Louisiana,New Orleans,Men's Apparel,50.00,175,8750,3937.50,In-store,2021,February,1
Sports Direct,1197831,2021-02-23,South,Mississippi,Jackson,Men's Athletic Footwear,25.00,350,8750,3062.50,Online,2021,February,1
West Gear,1197831,2021-02-23,South,Oklahoma,Oklahoma City,Men's Apparel,35.00,250,8750,3062.50,Online,2021,February,1
Sports Direct,1185732,2021-02-17,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35.00,250,8750,2187.50,In-store,2021,February,1
Amazon,1185732,2021-02-24,West,Alaska,Anchorage,Women's Athletic Footwear,50.00,175,8750,2187.50,Outlet,2021,February,1
Foot Locker,1185732,2021-02-14,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,175,8750,3062.50,Online,2021,February,1
West Gear,1185732,2021-02-19,Northeast,West Virginia,Charleston,Women's Apparel,25.00,350,8750,3500.00,In-store,2021,February,1
Walmart,1197831,2021-02-23,South,Arkansas,Little Rock,Women's Apparel,20.00,425,8500,3400.00,Online,2021,February,1
Foot Locker,1185732,2021-02-17,Northeast,Maryland,Baltimore,Women's Street Footwear,30.00,275,8250,3300.00,In-store,2021,February,1
Foot Locker,1185732,2021-02-20,South,Mississippi,Jackson,Women's Athletic Footwear,25.00,325,8125,3250.00,Online,2021,February,1
Kohl's,1189833,2021-02-20,West,California,San Francisco,Men's Athletic Footwear,41.00,196,803.6,289.30,Online,2021,February,1
Foot Locker,1128299,2021-02-26,Southeast,Virginia,Richmond,Women's Athletic Footwear,40.00,200,8000,2800.00,In-store,2021,February,1
West Gear,1128299,2021-02-26,West,Oregon,Portland,Women's Athletic Footwear,40.00,200,8000,2800.00,In-store,2021,February,1
Amazon,1185732,2021-02-24,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.00,200,8000,2800.00,Online,2021,February,1
West Gear,1185732,2021-02-19,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40.00,200,8000,3200.00,In-store,2021,February,1
Sports Direct,1185732,2021-02-07,Northeast,New Jersey,Newark,Men's Athletic Footwear,40.00,200,8000,3200.00,In-store,2021,February,1
Sports Direct,1128299,2021-02-15,Southeast,Georgia,Atlanta,Men's Apparel,45.00,175,7875,2756.25,Online,2021,February,1
Kohl's,1189833,2021-02-20,West,California,San Francisco,Men's Athletic Footwear,35.00,224,784,235.20,Outlet,2021,February,1
Kohl's,1197831,2021-02-16,Midwest,Kansas,Wichita,Men's Apparel,35.00,225,7875,2756.25,Online,2021,February,1
West Gear,1185732,2021-02-24,Northeast,Maryland,Baltimore,Women's Apparel,35.00,225,7875,2362.50,In-store,2021,February,1
Kohl's,1185732,2021-02-10,Northeast,New Jersey,Newark,Men's Apparel,45.00,175,7875,2362.50,In-store,2021,February,1
Foot Locker,1185732,2021-02-10,Northeast,Rhode Island,Providence,Women's Apparel,35.00,225,7875,3150.00,In-store,2021,February,1
Sports Direct,1185732,2021-02-11,Midwest,North Dakota,Fargo,Men's Apparel,45.00,175,7875,2756.25,Online,2021,February,1
Amazon,1185732,2021-02-24,Midwest,Ohio,Columbus,Women's Street Footwear,30.00,250,7500,3000.00,Online,2021,February,1
Sports Direct,1185732,2021-02-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.00,250,7500,2250.00,In-store,2021,February,1
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Athletic Footwear,37.00,210,777,225.33,Outlet,2021,February,1
Foot Locker,1128299,2021-02-12,West,Hawaii,Honolulu,Men's Apparel,50.00,150,7500,1125.00,Outlet,2021,February,1
Foot Locker,1185732,2021-02-20,Midwest,Michigan,Detroit,Women's Street Footwear,20.00,375,7500,2625.00,In-store,2021,February,1
Sports Direct,1185732,2021-02-17,Northeast,Massachusetts,Boston,Men's Apparel,50.00,150,7500,1875.00,In-store,2021,February,1
West Gear,1197831,2021-02-23,South,Oklahoma,Oklahoma City,Women's Apparel,20.00,350,7000,2800.00,Online,2021,February,1
Foot Locker,1185732,2021-02-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,175,7000,2100.00,Online,2021,February,1
West Gear,1185732,2021-02-12,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.00,200,7000,2800.00,In-store,2021,February,1
West Gear,1197831,2021-02-23,South,Arkansas,Little Rock,Men's Athletic Footwear,25.00,275,6875,2406.25,Online,2021,February,1
Sports Direct,1185732,2021-02-11,Midwest,North Dakota,Fargo,Women's Apparel,25.00,275,6875,2750.00,Online,2021,February,1
Foot Locker,1128299,2021-02-25,West,Arizona,Phoenix,Men's Apparel,45.00,150,6750,2025.00,Online,2021,February,1
Foot Locker,1185732,2021-02-14,Midwest,Kansas,Wichita,Women's Street Footwear,30.00,225,6750,2025.00,Online,2021,February,1
Kohl's,1197831,2021-02-16,Midwest,Kansas,Wichita,Women's Apparel,20.00,325,6500,2275.00,Online,2021,February,1
West Gear,1185732,2021-02-13,Midwest,Missouri,St. Louis,Women's Street Footwear,15.00,425,6375,2231.25,In-store,2021,February,1
Foot Locker,1185732,2021-02-20,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25.00,250,6250,2500.00,In-store,2021,February,1
Kohl's,1197831,2021-02-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,250,6250,2187.50,Online,2021,February,1
